[OK] Métricas exportadas a _reports/metrics_runs.tsv
18657876688	Environment Report	completed	success	16
18657876680	Guard - Require Cloudflare Pages Preview	completed	success	8
18657787415	Healthcheck API	completed	failure	10
18657545541	CI — Briefing	completed	success	43
18657545479	Structure & Governance Guard	completed	success	10
18657545459	Guard - Require Cloudflare Pages Preview	completed	success	9
18657545446	Deploy Preview (Cloudflare)	completed	success	59
18657545434	Environment Report	completed	success	11
18657545428	Docs Lint	completed	success	25
18657210271	CI — Briefing	completed	success	42
18657210260	Environment Report	completed	success	16
18657210256	Structure & Governance Guard	completed	success	11
18657210249	Deploy Preview (Cloudflare)	completed	failure	61
18657210242	Docs Lint	completed	success	22
18657210225	Guard - Require Cloudflare Pages Preview	completed	success	24
18657160284	Healthcheck API	completed	failure	7
18657102121	Guard - Require Cloudflare Pages Preview	completed	success	11
18657102101	CI — Briefing	completed	success	41
18657102062	Environment Report	completed	success	12
18657102061	Deploy Preview (Cloudflare)	completed	failure	56
18657102045	Docs Lint	completed	success	23
18657102040	Structure & Governance Guard	completed	success	9
18656989816	Environment Report	completed	success	19
18656989766	Structure & Governance Guard	completed	success	10
18656989749	CI — Briefing	completed	success	47
18656989747	Docs Lint	completed	success	36
18656989736	Deploy Preview (Cloudflare)	completed	failure	51
18656989732	Guard - Require Cloudflare Pages Preview	completed	success	10
18656823273	Structure & Governance Guard	completed	success	10
18656823234	Deploy Preview (Cloudflare)	completed	failure	56
18656823229	Environment Report	completed	success	14
18656823222	Docs Lint	completed	success	29
18656823214	CI — Briefing	completed	success	39
18656823212	Guard - Require Cloudflare Pages Preview	completed	success	9
18656176109	Healthcheck API	completed	failure	8
18655589809	Healthcheck API	completed	failure	8
18655363380	Deploy Production (Cloudflare)	completed	success	66
18655363347	Docs Lint	completed	success	22
18655363340	Pages Deploy Fallback	completed	failure	18
18655363317	Guard - Require Cloudflare Pages Preview	completed	skipped	1
18655363307	Structure & Governance Guard	completed	success	10
18655363301	Status & Changelog Update	completed	success	10
18655323559	Structure & Governance Guard	completed	success	9
18655323545	Status & Changelog Update	completed	success	13
18655323516	Pages Deploy Fallback	completed	failure	17
18655323509	Guard - Require Cloudflare Pages Preview	completed	skipped	1
18655323496	Docs Lint	completed	success	27
18655323460	Deploy Production (Cloudflare)	completed	success	50
18654470994	Healthcheck API	completed	failure	7
18654003279	Healthcheck API	completed	failure	12
18652864451	Healthcheck API	completed	failure	15
18651678363	Healthcheck API	completed	failure	10
18650628886	Healthcheck API	completed	failure	21
18649936320	Healthcheck API	completed	failure	12
18649521886	Healthcheck API	completed	failure	9
18648603152	Healthcheck API	completed	failure	15
18648127838	Healthcheck API	completed	failure	8
18647513220	Healthcheck API	completed	failure	12
18646943867	Healthcheck API	completed	failure	11
18646273499	Healthcheck API	completed	failure	9
18645509232	Healthcheck API	completed	failure	8
18644763507	Healthcheck API	completed	failure	11
18644501489	Healthcheck API	completed	failure	13
18643853267	Healthcheck API	completed	failure	8
18643263635	Healthcheck API	completed	failure	9
18642624164	Healthcheck API	completed	failure	5
18642345682	Healthcheck API	completed	failure	8
18641902843	Healthcheck API	completed	failure	8
18641266912	Healthcheck API	completed	failure	8
18640199769	Healthcheck API	completed	failure	16
18638635827	Healthcheck API	completed	failure	12
18637684580	Healthcheck API	completed	failure	6
18637325860	Healthcheck API	completed	failure	7
18637078191	Healthcheck API	completed	failure	10
18636668165	Healthcheck API	completed	failure	7
18636376040	Healthcheck API	completed	failure	7
18636021452	Healthcheck API	completed	failure	11
18635762077	Healthcheck API	completed	failure	7
18635372538	Healthcheck API	completed	failure	7
18635086329	Healthcheck API	completed	failure	9
18634748077	Healthcheck API	completed	failure	8
18634550714	Healthcheck API	completed	failure	10
18634079432	Healthcheck API	completed	failure	8
18633799232	Healthcheck API	completed	failure	8
18633428824	Healthcheck API	completed	failure	11
18633205786	Healthcheck API	completed	failure	7
18632772061	Healthcheck API	completed	failure	8
18632470502	Healthcheck API	completed	failure	8
18632116167	Healthcheck API	completed	failure	9
18631853648	Healthcheck API	completed	failure	10
18631454277	Healthcheck API	completed	failure	6
18631201528	Healthcheck API	completed	failure	10
18630966540	Healthcheck API	completed	failure	11
18630716206	Healthcheck API	completed	failure	10
18630234077	Healthcheck API	completed	failure	8
18629783945	Healthcheck API	completed	failure	7
18629443157	Healthcheck API	completed	failure	13
18629216783	Healthcheck API	completed	failure	16
18628813096	Healthcheck API	completed	failure	10
18628533608	Healthcheck API	completed	failure	9
18628177776	Healthcheck API	completed	failure	12
18627954733	Healthcheck API	completed	failure	9
18627532803	Healthcheck API	completed	failure	9
18627257173	Healthcheck API	completed	failure	10
18626910215	Healthcheck API	completed	failure	9
18626741087	Healthcheck API	completed	failure	22
18626410236	Healthcheck API	completed	failure	10
18626076269	Healthcheck API	completed	failure	6
18625691246	Healthcheck API	completed	failure	10
18625505048	Healthcheck API	completed	failure	10
18625227895	Healthcheck API	completed	failure	11
18624824915	Healthcheck API	completed	failure	9
18624173080	Healthcheck API	completed	failure	10
18623120926	Healthcheck API	completed	failure	10
18622400428	Healthcheck API	completed	failure	12
18622087702	Healthcheck API	completed	failure	12
18621861021	Healthcheck API	completed	failure	11
18621498703	Healthcheck API	completed	failure	11
18621234616	Healthcheck API	completed	failure	7
18620904947	Healthcheck API	completed	failure	10
18620656870	Healthcheck API	completed	failure	7
18620302433	Healthcheck API	completed	failure	11
18620033894	Healthcheck API	completed	failure	14
18619710931	Healthcheck API	completed	failure	6
18619516123	Healthcheck API	completed	failure	8
18619068203	Healthcheck API	completed	failure	10
18618797227	Healthcheck API	completed	failure	6
18618436245	Healthcheck API	completed	failure	10
18618225450	Healthcheck API	completed	failure	10
18617819958	Healthcheck API	completed	failure	10
18617543963	Healthcheck API	completed	failure	6
18617197320	Healthcheck API	completed	failure	8
18616941422	Healthcheck API	completed	failure	11
18616573568	Healthcheck API	completed	failure	10
18616343173	Healthcheck API	completed	failure	12
18616128817	Healthcheck API	completed	failure	11
18615901737	Healthcheck API	completed	failure	6
18615459751	Healthcheck API	completed	failure	7
18615061502	Healthcheck API	completed	failure	8
18614747068	Healthcheck API	completed	failure	9
18614536522	Healthcheck API	completed	failure	8
18614155968	Healthcheck API	completed	failure	9
18613903894	Healthcheck API	completed	failure	9
18613566468	Healthcheck API	completed	failure	8
18613351176	Healthcheck API	completed	failure	7
18613048243	Healthcheck API	completed	failure	8
18612675763	Healthcheck API	completed	failure	8
18612342241	Healthcheck API	completed	failure	8
18612168319	Healthcheck API	completed	failure	8
18611827575	Healthcheck API	completed	failure	10
18611475749	Healthcheck API	completed	failure	9
18611090050	Healthcheck API	completed	failure	7
18610873658	Healthcheck API	completed	failure	10
18610555357	Healthcheck API	completed	failure	9
18610270542	Healthcheck API	completed	failure	9
18609855565	Healthcheck API	completed	failure	6
18609220358	Healthcheck API	completed	failure	13
18608118101	Healthcheck API	completed	failure	10
18607245487	Healthcheck API	completed	failure	10
18606788834	Healthcheck API	completed	failure	15
18606445887	Healthcheck API	completed	failure	7
18605840064	Healthcheck API	completed	failure	8
18605356015	Healthcheck API	completed	failure	7
18604738536	Healthcheck API	completed	failure	10
18604253834	Healthcheck API	completed	failure	10
18603482445	Healthcheck API	completed	failure	8
18602887663	Healthcheck API	completed	failure	10
18602213152	Healthcheck API	completed	failure	8
18601828407	Healthcheck API	completed	failure	8
18600874826	Healthcheck API	completed	failure	6
18600304067	Healthcheck API	completed	failure	12
18599504677	Healthcheck API	completed	failure	7
18599093226	Healthcheck API	completed	failure	11
18598141813	Healthcheck API	completed	failure	17
18597563302	Healthcheck API	completed	failure	14
18596628492	Healthcheck API	completed	failure	22
18596079188	Healthcheck API	completed	failure	6
18595034816	Healthcheck API	completed	failure	21
18594528785	Healthcheck API	completed	failure	20
18593488038	Healthcheck API	completed	failure	16
18592390516	Healthcheck API	completed	failure	15
18591388170	Healthcheck API	completed	failure	14
18590689416	Healthcheck API	completed	failure	11
18590232398	Healthcheck API	completed	failure	13
18589318913	Healthcheck API	completed	failure	8
18588774920	Healthcheck API	completed	failure	14
18587875678	Healthcheck API	completed	failure	15
18587452863	Healthcheck API	completed	failure	18
18586699472	Healthcheck API	completed	failure	19
18585852656	Healthcheck API	completed	failure	7
18585108588	Healthcheck API	completed	failure	10
18584799907	Healthcheck API	completed	failure	16
18584169473	Healthcheck API	completed	failure	15
18583569793	Healthcheck API	completed	failure	17
18582941009	Healthcheck API	completed	failure	16
18582627453	Healthcheck API	completed	failure	16
18582007218	Healthcheck API	completed	failure	6
18581776803	Healthcheck API	completed	failure	14
18581248291	Healthcheck API	completed	failure	17
18580348704	Healthcheck API	completed	failure	13
18578798041	Healthcheck API	completed	failure	13
18577690995	Healthcheck API	completed	failure	8
18577112709	Healthcheck API	completed	failure	15
18576630026	Healthcheck API	completed	failure	14
18575946281	Healthcheck API	completed	failure	19
18575359152	Healthcheck API	completed	failure	14
18574659338	Healthcheck API	completed	failure	14
18574132711	Healthcheck API	completed	failure	16
18573256814	Healthcheck API	completed	failure	14
18572545219	Healthcheck API	completed	failure	21
18571837363	Healthcheck API	completed	failure	17
18571466191	Healthcheck API	completed	failure	18
18570638713	Healthcheck API	completed	failure	14
18569792067	Healthcheck API	completed	failure	16
18568879275	Healthcheck API	completed	failure	9
18568446528	Healthcheck API	completed	failure	18
18567606872	Healthcheck API	completed	failure	10
18566759939	Healthcheck API	completed	failure	10
18565898803	Healthcheck API	completed	failure	11
18565099901	Healthcheck API	completed	failure	10
18563891929	Healthcheck API	completed	failure	10
18563415176	Healthcheck API	completed	failure	12
18562195121	Healthcheck API	completed	failure	11
18560929370	Healthcheck API	completed	failure	5
18559831372	Healthcheck API	completed	failure	15
18559036800	Healthcheck API	completed	failure	8
18558584182	Healthcheck API	completed	failure	11
